ID_Venda;ID_Loja;Produto;Categoria;Data_Venda;Qtd;Valor_Unitario
2674;101;Microfone;Periféricos;2026-03-21;6.0;R$ 161,99
2675;103;Cabo HDMI;;2026-03-24;6.0;R$ 136,79
2676;105;Teclado;Periféricos;2026-01-10;6.0;R$ 259,9
2677;104;Carregador;Acessórios;2026-03-25;2.0;R$ 114,01
2678;102;Cabo HDMI;Acessórios;2026-03-04;10.0;R$ 117,58
2679;101;Câmera;Eletrônicos;2026-02-16;7.0;R$ 5355,22
2680;104;Cabo HDMI;Acessórios;2026-01-01;;R$ 72,84
2681;105;   smartphone  ;Eletrônicos;2026-03-03;10.0;R$ 1081,41
2682;104;Cabo HDMI;Acessórios;2026-02-21;8.0;R$ 228,76
2683;104;Smart TV;Eletrônicos;2026-02-19;3.0;R$ 1136,58
2684;103;Gaveteiro;Móveis;2026-01-16;2.0;R$ 482,88
2685;101;Câmera;Eletrônicos;2026-01-15;6.0;R$ 4432,67
2686;102;Microfone;Periféricos;2026-03-03;4.0;R$ 67,26
2687;104;Capa Protetora;Acessórios;2026-01-05;8.0;R$ 269,14
2688;105;Microfone;Periféricos;2026-02-14;6.0;R$ 208,14
2689;105;Mouse;Periféricos;2026-01-04;;R$ 240,21
2690;104;Hub USB;Acessórios;2026-01-14;8.0;R$ 305,71
2691;102;Filtro de Linha;Acessórios;2026-02-11;6.0;R$ 92,8
2692;103;Hub USB;Acessórios;2026-02-20;8.0;R$ 342,55
2693;104;Teclado;Periféricos;2026-02-27;10.0;R$ 115,03
2694;102;Cadeira Gamer;Móveis;2026-02-19;3.0;R$ 2435,53
2695;101;Microfone;Periféricos;2026-01-28;7.0;R$ 272,75
2696;102;Microfone;Periféricos;2026-02-23;1.0;R$ 222,58
2697;103;Mouse;Periféricos;2026-01-19;2.0;R$ 119,38
2698;102;Teclado;Periféricos;2026-02-16;8.0;R$ 201,53
2699;101;Suporte Monitor;Móveis;2026-02-24;10.0;R$ 1320,01
2700;103;Smartphone;Eletrônicos;2026-01-07;4.0;R$ 3853,73
2701;102;Teclado;Periféricos;2026-02-21;3.0;R$ 248,83
2702;101;Carregador;Acessórios;2026-02-25;8.0;R$ 23,88
2703;105;   filtro de linha  ;Acessórios;2026-01-04;2.0;R$ 346,19
2704;101;Suporte Monitor;Móveis;2026-01-13;5.0;R$ 2001,12
2705;102;Carregador;Acessórios;2026-03-19;7.0;R$ 27,57
2706;105;Carregador;Acessórios;2026-03-24;2.0;R$ 250,11
2707;103;Gaveteiro;Móveis;2026-03-05;1.0;R$ 1537,04
2708;101;Monitor;Eletrônicos;2026-01-09;10.0;R$ 2537,08
2709;103;Câmera;Eletrônicos;2026-01-03;2.0;R$ 5024,93
2710;105;Smart TV;Eletrônicos;2026-01-07;9.0;R$ 4248,62
2711;103;Cadeira Gamer;Móveis;2026-01-10;;R$ 898,27
2712;103;Câmera;Eletrônicos;2026-01-27;6.0;R$ 1697,38
2713;102;   hub usb  ;Acessórios;2026-02-11;6.0;R$ 186,88
2714;104;   gaveteiro  ;Móveis;2026-02-15;2.0;R$ 1371,53
2715;105;Monitor;Eletrônicos;2026-02-26;2.0;R$ 2702,55
2716;102;Cabo HDMI;Acessórios;2026-02-03;2.0;R$ 140,72
2717;104;Notebook;Eletrônicos;2026-03-19;8.0;R$ 4685,03
2718;105;Microfone;Periféricos;2026-01-06;7.0;R$ 41,67
2719;103;Headset;Periféricos;2026-01-09;;R$ 232,4
2720;102;Mesa de Escritório;Móveis;2026-02-08;4.0;R$ 1572,71
2721;102;Carregador;Acessórios;2026-03-05;2.0;R$ 174,48
2722;101;Suporte Monitor;;2026-02-14;9.0;R$ 1366,73
2723;102;Monitor;Eletrônicos;2026-03-11;4.0;R$ 1540,67
2724;104;   headset  ;Periféricos;2026-02-03;6.0;R$ 287,63
2725;105;Suporte Monitor;Móveis;2026-02-04;4.0;R$ 309,72
2726;101;Filtro de Linha;Acessórios;2026-03-27;1.0;R$ 230,84
2727;102;Carregador;Acessórios;2026-02-15;2.0;R$ 59,89
2728;104;   filtro de linha  ;Acessórios;2026-01-25;10.0;R$ 40,29
2729;102;Mesa de Escritório;Móveis;2026-01-10;5.0;R$ 1375,49
2730;104;Carregador;Acessórios;2026-01-25;10.0;R$ 295,29
2731;105;Cabo HDMI;Acessórios;2026-02-12;10.0;R$ 163,39
2732;103;Smart TV;Eletrônicos;2026-03-24;7.0;R$ 3262,87
2733;101;Mesa de Escritório;Móveis;2026-01-27;5.0;R$ 2378,95
2734;102;Capa Protetora;Acessórios;2026-01-23;;R$ 61,97
2735;105;   smartphone  ;Eletrônicos;2026-01-12;5.0;R$ 3047,73
2736;104;Notebook;Eletrônicos;2026-02-02;2.0;R$ 1006,12
2737;101;Smart TV;Eletrônicos;2026-01-05;7.0;R$ 2438,65
2738;104;Gaveteiro;Móveis;2026-03-28;4.0;R$ 785,45
2739;104;Smart TV;Eletrônicos;2026-01-04;5.0;R$ 3481,14
2740;102;Carregador;Acessórios;2026-02-22;;R$ 288,06
2741;104;Microfone;Periféricos;2026-02-14;6.0;R$ 68,26
2742;103;Microfone;;2026-02-22;;R$ 115,73
2743;102;   smart tv  ;Eletrônicos;2026-02-22;1.0;R$ 1205,9
2744;101;Smart TV;Eletrônicos;2026-02-09;4.0;R$ 4672,34
2745;102;Câmera;Eletrônicos;2026-03-24;4.0;R$ 5445,25
2746;102;Capa Protetora;Acessórios;2026-03-25;;R$ 287,9
2747;105;   smart tv  ;Eletrônicos;2026-03-19;4.0;R$ 1110,04
2748;103;Monitor;Eletrônicos;2026-03-21;4.0;R$ 2378,83
2749;105;Webcam;Periféricos;2026-03-02;;R$ 264,07
2750;104;Carregador;Acessórios;2026-01-08;7.0;R$ 149,99
2751;101;Teclado;Periféricos;2026-03-21;7.0;R$ 191,57
2752;103;Hub USB;Acessórios;2026-02-28;1.0;R$ 307,7
2753;101;Tablet;;2026-03-18;4.0;R$ 3969,41
2754;104;Webcam;Periféricos;2026-02-20;9.0;R$ 115,77
2755;103;Microfone;Periféricos;2026-02-20;4.0;R$ 176,54
2756;101;   carregador  ;Acessórios;2026-02-16;2.0;R$ 188,0
2757;105;   mousepad  ;Periféricos;2026-01-14;9.0;R$ 193,57
2758;104;Mousepad;Periféricos;2026-02-06;10.0;R$ 72,44
2759;105;Smart TV;Eletrônicos;2026-03-23;4.0;R$ 2903,47
2760;103;   teclado  ;Periféricos;2026-03-21;10.0;R$ 243,07
2761;103;Headset;Periféricos;2026-03-18;2.0;R$ 64,74
2762;104;Gaveteiro;Móveis;2026-02-10;1.0;R$ 1507,9
2763;105;Tablet;Eletrônicos;2026-01-03;5.0;R$ 1386,55
2764;103;Capa Protetora;Acessórios;2026-03-07;10.0;R$ 43,09
2765;103;Hub USB;Acessórios;2026-01-18;9.0;R$ 165,66
2766;104;Notebook;Eletrônicos;2026-03-12;1.0;R$ 820,51
2767;102;Capa Protetora;Acessórios;2026-02-12;8.0;R$ 347,5
2768;105;Mouse;Periféricos;2026-01-04;;R$ 132,17
2769;101;Hub USB;Acessórios;2026-01-19;1.0;R$ 152,5
2770;102;Teclado;;2026-02-20;4.0;R$ 290,88
2771;101;Smartphone;Eletrônicos;2026-03-07;1.0;R$ 5219,97
2772;104;Headset;Periféricos;2026-03-26;10.0;R$ 168,91
2773;103;Câmera;Eletrônicos;2026-02-16;2.0;R$ 4591,77
2774;105;Gaveteiro;Móveis;2026-03-25;8.0;R$ 862,57
2775;102;Suporte Monitor;Móveis;2026-02-12;4.0;R$ 859,65
2776;105;Hub USB;Acessórios;2026-03-07;5.0;R$ 187,2
2777;103;Filtro de Linha;Acessórios;2026-02-27;8.0;R$ 91,23
2778;102;Mouse;;2026-03-26;8.0;R$ 176,01
2779;105;Mesa de Escritório;Móveis;2026-01-25;7.0;R$ 1997,2
2780;103;   mesa de escritório  ;;2026-03-14;10.0;R$ 1819,12
2781;103;Cadeira Gamer;Móveis;2026-02-24;1.0;R$ 1610,94
2782;101;Smartphone;Eletrônicos;2026-01-09;3.0;R$ 5113,5
2783;104;Filtro de Linha;Acessórios;2026-03-16;3.0;R$ 298,7
2784;103;   monitor  ;Eletrônicos;2026-03-01;2.0;R$ 2782,04
2785;101;Microfone;Periféricos;2026-03-21;1.0;R$ 118,97
2786;101;Mesa de Escritório;Móveis;2026-02-08;2.0;R$ 606,39
2787;102;   mousepad  ;Periféricos;2026-03-28;6.0;R$ 82,07
2788;102;Microfone;Periféricos;2026-02-19;1.0;R$ 110,67
2789;104;Mesa de Escritório;Móveis;2026-03-14;7.0;R$ 2293,44
2790;105;Gaveteiro;Móveis;2026-01-17;4.0;R$ 1518,82
2791;101;Gaveteiro;Móveis;2026-01-26;10.0;R$ 2112,35
2792;101;Hub USB;Acessórios;2026-02-27;6.0;R$ 123,18
2793;104;Mousepad;Periféricos;2026-01-18;2.0;R$ 157,19
2794;102;Câmera;Eletrônicos;2026-02-27;8.0;R$ 2560,39
2795;102;Hub USB;Acessórios;2026-01-06;7.0;R$ 29,49
2796;104;Filtro de Linha;Acessórios;2026-01-19;10.0;R$ 327,86
2797;104;Mouse;Periféricos;2026-01-20;;R$ 130,89
2798;103;   cadeira gamer  ;Móveis;2026-03-11;10.0;R$ 2107,31
2799;104;Filtro de Linha;Acessórios;2026-03-26;2.0;R$ 332,72
2800;105;Tablet;Eletrônicos;2026-03-12;2.0;R$ 3890,58
2801;102;Hub USB;Acessórios;2026-02-02;3.0;R$ 202,48
2802;102;Hub USB;Acessórios;2026-02-15;7.0;R$ 173,96
2803;103;Câmera;Eletrônicos;2026-02-21;;R$ 1712,19
2804;103;Mousepad;;2026-03-12;;R$ 322,07
2805;102;   carregador  ;Acessórios;2026-01-22;2.0;R$ 125,83
2806;104;   mousepad  ;Periféricos;2026-02-26;2.0;R$ 320,2
2807;104;Microfone;Periféricos;2026-03-03;1.0;R$ 261,28
2808;101;Mousepad;Periféricos;2026-03-03;6.0;R$ 166,08
2809;101;Mesa de Escritório;Móveis;2026-03-17;8.0;R$ 1372,11
2810;105;Tablet;Eletrônicos;2026-01-02;;R$ 2088,57
2811;102;Capa Protetora;Acessórios;2026-01-18;;R$ 203,13
2812;103;Monitor;;2026-03-11;9.0;R$ 2678,9
2813;101;Cadeira Gamer;Móveis;2026-03-25;4.0;R$ 900,91
2814;101;Teclado;Periféricos;2026-02-18;;R$ 51,77
2815;102;   filtro de linha  ;Acessórios;2026-01-02;6.0;R$ 53,04
2816;103;Teclado;Periféricos;2026-01-04;4.0;R$ 196,69
2817;101;Microfone;Periféricos;2026-03-03;7.0;R$ 192,58
2818;101;Webcam;Periféricos;2026-03-22;2.0;R$ 234,01
2819;105;Smartphone;Eletrônicos;2026-03-17;10.0;R$ 4120,22
2820;101;Tablet;Eletrônicos;2026-01-03;;R$ 4084,12
2821;101;Cabo HDMI;;2026-02-08;5.0;R$ 205,01
2822;105;Cadeira Gamer;Móveis;2026-01-07;8.0;R$ 314,12
2823;105;Smart TV;Eletrônicos;2026-02-26;5.0;R$ 2500,49
2824;105;Hub USB;Acessórios;2026-02-13;2.0;R$ 218,01
2825;104;Câmera;Eletrônicos;2026-03-17;9.0;R$ 2751,79
2826;104;   monitor  ;Eletrônicos;2026-03-13;7.0;R$ 5141,23
2827;103;Filtro de Linha;Acessórios;2026-02-04;4.0;R$ 199,68
2828;101;Microfone;Periféricos;2026-01-07;5.0;R$ 240,18
2829;104;Mousepad;Periféricos;2026-02-07;4.0;R$ 20,28
2830;104;Câmera;Eletrônicos;2026-02-06;2.0;R$ 2560,59
2831;105;Filtro de Linha;Acessórios;2026-02-09;8.0;R$ 28,98
2832;105;Capa Protetora;Acessórios;2026-03-16;1.0;R$ 91,43
2833;101;Mesa de Escritório;Móveis;2026-02-22;10.0;R$ 2325,18
2834;101;   mesa de escritório  ;Móveis;2026-03-05;10.0;R$ 549,95
2835;103;Headset;Periféricos;2026-01-02;5.0;R$ 36,46
2836;101;   filtro de linha  ;Acessórios;2026-01-17;3.0;R$ 112,65
2837;101;Capa Protetora;Acessórios;2026-02-21;1.0;R$ 299,83
2838;105;Gaveteiro;Móveis;2026-02-19;10.0;R$ 1287,35
2839;102;Smartphone;Eletrônicos;2026-01-04;5.0;R$ 3367,54
2840;105;   smart tv  ;;2026-03-18;2.0;R$ 5476,03
2841;102;Gaveteiro;Móveis;2026-01-04;;R$ 740,26
2842;103;Gaveteiro;Móveis;2026-01-24;7.0;R$ 527,38
2843;105;Notebook;Eletrônicos;2026-03-27;4.0;R$ 3270,11
2844;105;Smartphone;Eletrônicos;2026-03-06;1.0;R$ 1334,99
2845;104;Hub USB;Acessórios;2026-01-26;3.0;R$ 57,92
2846;101;   mouse  ;Periféricos;2026-02-20;9.0;R$ 128,71
2847;105;Monitor;Eletrônicos;2026-02-22;3.0;R$ 3626,47
2848;105;Headset;Periféricos;2026-03-14;4.0;R$ 244,43
2849;102;Hub USB;Acessórios;2026-03-07;10.0;R$ 228,6
2850;103;Smartphone;Eletrônicos;2026-02-03;10.0;R$ 4092,65
2851;103;Carregador;;2026-01-04;3.0;R$ 253,2
2852;104;Webcam;Periféricos;2026-03-09;6.0;R$ 105,21
2853;103;Mouse;;2026-02-13;4.0;R$ 276,07
2854;104;Capa Protetora;Acessórios;2026-03-24;6.0;R$ 275,81
2855;103;Gaveteiro;Móveis;2026-01-21;;R$ 2312,27
2856;102;Smartphone;Eletrônicos;2026-02-21;4.0;R$ 2344,52
2857;105;Notebook;Eletrônicos;2026-01-07;10.0;R$ 3011,2
2858;102;   smartphone  ;Eletrônicos;2026-03-08;5.0;R$ 5380,72
2859;102;Microfone;Periféricos;2026-02-04;10.0;R$ 193,32
2860;101;Filtro de Linha;;2026-01-24;4.0;R$ 163,18
2861;101;Suporte Monitor;Móveis;2026-02-06;5.0;R$ 1973,71
2862;101;Microfone;Periféricos;2026-02-08;6.0;R$ 22,42
2863;101;Câmera;Eletrônicos;2026-03-17;7.0;R$ 3889,64
2864;105;Cadeira Gamer;Móveis;2026-02-16;6.0;R$ 723,29
2865;104;Tablet;Eletrônicos;2026-02-27;3.0;R$ 2210,39
2866;101;Mousepad;Periféricos;2026-01-22;2.0;R$ 28,96
2867;102;Mouse;Periféricos;2026-03-06;4.0;R$ 178,49
2868;104;   teclado  ;Periféricos;2026-03-12;4.0;R$ 96,47
2869;101;Webcam;Periféricos;2026-03-01;10.0;R$ 281,71
2870;102;Cadeira Gamer;Móveis;2026-02-14;3.0;R$ 1427,25
2871;103;Teclado;Periféricos;2026-02-07;8.0;R$ 142,41
2872;105;Cadeira Gamer;Móveis;2026-03-14;6.0;R$ 2086,26
2873;104;   webcam  ;Periféricos;2026-02-11;1.0;R$ 168,42
2874;103;Webcam;Periféricos;2026-03-17;10.0;R$ 346,27
2875;101;Webcam;Periféricos;2026-02-26;10.0;R$ 308,3
2876;101;   carregador  ;Acessórios;2026-02-02;5.0;R$ 171,11
2877;105;Suporte Monitor;Móveis;2026-01-18;9.0;R$ 2388,99
2878;105;Carregador;Acessórios;2026-03-14;7.0;R$ 168,49
2879;104;   smartphone  ;Eletrônicos;2026-03-28;1.0;R$ 4899,26
2880;103;Cabo HDMI;Acessórios;2026-01-01;4.0;R$ 283,48
2881;104;Tablet;;2026-02-16;6.0;R$ 2768,51
2882;105;Cabo HDMI;Acessórios;2026-03-04;7.0;R$ 182,16
2883;102;Headset;Periféricos;2026-03-07;6.0;R$ 221,53
2884;101;Suporte Monitor;Móveis;2026-01-21;6.0;R$ 2019,39
2885;102;Hub USB;Acessórios;2026-02-02;3.0;R$ 292,19
2886;105;   cabo hdmi  ;Acessórios;2026-02-27;9.0;R$ 213,98
2887;101;Headset;Periféricos;2026-01-28;4.0;R$ 197,84
2888;102;Hub USB;Acessórios;2026-03-26;2.0;R$ 227,63
2889;105;Microfone;Periféricos;2026-02-28;9.0;R$ 306,5
2890;102;Câmera;Eletrônicos;2026-01-01;2.0;R$ 4795,72
2891;103;Smart TV;Eletrônicos;2026-03-07;1.0;R$ 4367,73
2892;104;   hub usb  ;Acessórios;2026-03-13;8.0;R$ 36,09
2893;102;Filtro de Linha;Acessórios;2026-02-10;5.0;R$ 89,72
2894;104;Teclado;Periféricos;2026-01-18;2.0;R$ 242,51
2895;104;Smartphone;Eletrônicos;2026-03-27;1.0;R$ 2907,92
2896;103;Gaveteiro;Móveis;2026-02-14;3.0;R$ 1785,44
2897;104;Cadeira Gamer;Móveis;2026-03-20;9.0;R$ 2312,63
2898;104;   suporte monitor  ;Móveis;2026-03-10;4.0;R$ 2370,09
2899;103;Mousepad;Periféricos;2026-03-15;5.0;R$ 309,8
2900;104;Carregador;Acessórios;2026-02-18;8.0;R$ 112,86
2901;104;   carregador  ;Acessórios;2026-02-03;5.0;R$ 216,94
2902;104;   microfone  ;Periféricos;2026-01-02;10.0;R$ 214,16
2903;103;Smartphone;Eletrônicos;2026-02-13;6.0;R$ 4212,07
2904;103;Webcam;Periféricos;2026-02-21;7.0;R$ 140,6
2905;102;Carregador;Acessórios;2026-01-21;;R$ 304,36
2906;105;Notebook;Eletrônicos;2026-01-24;4.0;R$ 4630,18
2907;104;Notebook;Eletrônicos;2026-03-23;10.0;R$ 3158,76
2908;101;Smart TV;Eletrônicos;2026-01-22;6.0;R$ 3161,2
2909;104;Cabo HDMI;Acessórios;2026-02-24;5.0;R$ 175,23
2910;104;Cabo HDMI;Acessórios;2026-02-24;8.0;R$ 261,92
2911;104;Microfone;Periféricos;2026-03-01;6.0;R$ 254,96
2912;103;Smart TV;Eletrônicos;2026-03-20;2.0;R$ 2098,26
2913;102;Mousepad;Periféricos;2026-02-10;1.0;R$ 124,13
2914;104;Teclado;Periféricos;2026-01-09;1.0;R$ 137,0
2915;101;Gaveteiro;Móveis;2026-02-15;4.0;R$ 769,07
2916;105;Mesa de Escritório;;2026-02-15;5.0;R$ 2202,44
2917;103;Cadeira Gamer;Móveis;2026-01-24;3.0;R$ 2315,91
2918;103;Smart TV;Eletrônicos;2026-03-22;7.0;R$ 2744,01
2919;101;Mouse;Periféricos;2026-01-12;2.0;R$ 186,81
2920;102;Gaveteiro;Móveis;2026-02-18;2.0;R$ 1068,38
2921;103;Microfone;Periféricos;2026-01-16;9.0;R$ 218,76
2922;105;Cadeira Gamer;Móveis;2026-01-18;7.0;R$ 1026,64
2923;101;   carregador  ;Acessórios;2026-02-25;10.0;R$ 78,68
2924;102;   cadeira gamer  ;Móveis;2026-03-23;1.0;R$ 1911,15
2925;103;   filtro de linha  ;Acessórios;2026-02-05;10.0;R$ 344,07
2926;105;Gaveteiro;Móveis;2026-03-27;4.0;R$ 2451,76
2927;101;   mouse  ;Periféricos;2026-03-11;3.0;R$ 175,82
2928;104;   monitor  ;Eletrônicos;2026-01-03;6.0;R$ 4948,47
2929;101;Mesa de Escritório;Móveis;2026-01-07;1.0;R$ 2078,63
2930;101;Smart TV;Eletrônicos;2026-03-14;6.0;R$ 3685,38
2931;104;Filtro de Linha;Acessórios;2026-03-26;5.0;R$ 127,43
2932;102;Monitor;Eletrônicos;2026-02-20;10.0;R$ 2054,43
2933;105;   notebook  ;Eletrônicos;2026-02-04;7.0;R$ 5416,35
2934;105;Teclado;Periféricos;2026-03-09;3.0;R$ 284,02
2935;105;Teclado;Periféricos;2026-03-03;8.0;R$ 137,43
2936;105;Filtro de Linha;Acessórios;2026-01-17;4.0;R$ 228,37
2937;101;Tablet;Eletrônicos;2026-03-08;3.0;R$ 3911,63
2938;103;   filtro de linha  ;Acessórios;2026-01-18;8.0;R$ 36,22
2939;104;   suporte monitor  ;Móveis;2026-03-16;3.0;R$ 858,99
2940;105;Cadeira Gamer;Móveis;2026-02-11;3.0;R$ 2282,13
2941;101;Microfone;Periféricos;2026-03-13;;R$ 285,98
2942;102;Cadeira Gamer;Móveis;2026-02-26;6.0;R$ 2163,84
2943;104;Cadeira Gamer;Móveis;2026-03-19;;R$ 865,79
2944;105;Gaveteiro;Móveis;2026-02-23;;R$ 749,32
2945;103;Filtro de Linha;Acessórios;2026-01-17;9.0;R$ 182,41
2946;104;Gaveteiro;Móveis;2026-03-20;;R$ 2125,09
2947;104;Teclado;Periféricos;2026-03-01;2.0;R$ 347,46
2948;101;   gaveteiro  ;Móveis;2026-03-09;;R$ 2285,61
2949;105;Monitor;Eletrônicos;2026-02-04;5.0;R$ 4827,14
2950;102;Microfone;Periféricos;2026-03-10;5.0;R$ 44,23
2951;105;   tablet  ;Eletrônicos;2026-01-10;8.0;R$ 1402,29
2952;104;Filtro de Linha;Acessórios;2026-03-02;10.0;R$ 129,36
2953;101;   gaveteiro  ;Móveis;2026-03-17;7.0;R$ 2136,37
2954;102;   mesa de escritório  ;Móveis;2026-01-17;3.0;R$ 1877,19
2955;102;Teclado;Periféricos;2026-02-07;1.0;R$ 164,14
2956;103;Carregador;Acessórios;2026-02-21;8.0;R$ 185,79
2957;105;   mousepad  ;Periféricos;2026-02-24;5.0;R$ 209,6
2958;102;Mesa de Escritório;Móveis;2026-01-16;6.0;R$ 2273,89
2959;102;Hub USB;Acessórios;2026-03-23;;R$ 338,57
2960;103;Filtro de Linha;Acessórios;2026-02-15;6.0;R$ 271,0
2961;105;   carregador  ;Acessórios;2026-02-11;4.0;R$ 108,51
2962;103;Hub USB;Acessórios;2026-01-20;7.0;R$ 165,4
2963;101;Headset;Periféricos;2026-03-17;3.0;R$ 40,14
2964;101;Gaveteiro;Móveis;2026-03-21;3.0;R$ 679,61
2965;105;Headset;;2026-03-20;3.0;R$ 178,27
2966;103;Cabo HDMI;Acessórios;2026-01-26;9.0;R$ 340,37
2967;103;Notebook;Eletrônicos;2026-02-28;4.0;R$ 2861,58
2968;104;Cabo HDMI;Acessórios;2026-02-11;5.0;R$ 109,95
2969;104;Smart TV;Eletrônicos;2026-02-16;5.0;R$ 5177,56
2970;104;Mouse;Periféricos;2026-03-11;4.0;R$ 150,38
2971;101;Smart TV;Eletrônicos;2026-03-05;9.0;R$ 4658,75
2972;102;Cadeira Gamer;Móveis;2026-01-03;6.0;R$ 2433,67
2973;102;Mouse;Periféricos;2026-03-16;8.0;R$ 132,26
2974;104;Mousepad;Periféricos;2026-02-07;10.0;R$ 142,36
2975;104;Smartphone;Eletrônicos;2026-03-20;1.0;R$ 4706,59
2976;105;Smart TV;Eletrônicos;2026-03-03;8.0;R$ 3071,39
2977;103;Cadeira Gamer;Móveis;2026-02-20;3.0;R$ 1045,92
2978;105;Webcam;Periféricos;2026-03-25;4.0;R$ 190,73
2979;104;Carregador;;2026-02-13;;R$ 212,18
2980;105;Mesa de Escritório;Móveis;2026-03-27;5.0;R$ 789,84
2981;101;Gaveteiro;Móveis;2026-03-06;3.0;R$ 1897,03
2982;101;Carregador;Acessórios;2026-03-08;5.0;R$ 305,49
2983;101;Câmera;Eletrônicos;2026-01-04;2.0;R$ 5263,81
2984;103;Mesa de Escritório;Móveis;2026-03-03;5.0;R$ 1827,32
2985;104;Gaveteiro;Móveis;2026-02-04;4.0;R$ 1053,74
2986;101;Capa Protetora;Acessórios;2026-02-21;6.0;R$ 174,31
2987;102;Suporte Monitor;Móveis;2026-02-18;1.0;R$ 2134,78
2988;103;Capa Protetora;Acessórios;2026-02-27;8.0;R$ 139,5
2989;102;Cadeira Gamer;Móveis;2026-01-14;3.0;R$ 824,34
2990;103;Cabo HDMI;Acessórios;2026-02-01;8.0;R$ 53,58
2991;101;Gaveteiro;Móveis;2026-03-19;8.0;R$ 1884,8
2992;101;Suporte Monitor;Móveis;2026-03-11;1.0;R$ 1440,04
2993;104;Notebook;;2026-02-01;4.0;R$ 3659,87
2994;105;Câmera;Eletrônicos;2026-01-25;;R$ 2860,15
2995;103;   smartphone  ;Eletrônicos;2026-03-14;10.0;R$ 1637,06
2996;102;Câmera;Eletrônicos;2026-02-19;4.0;R$ 3923,54
2997;104;Headset;Periféricos;2026-01-26;7.0;R$ 180,65
2998;105;Cabo HDMI;Acessórios;2026-02-02;8.0;R$ 62,27
2999;102;Headset;Periféricos;2026-01-25;;R$ 221,99
3000;103;Mousepad;Periféricos;2026-03-10;10.0;R$ 94,81
3001;104;Carregador;Acessórios;2026-01-23;;R$ 191,65
3002;101;Smartphone;Eletrônicos;2026-03-24;4.0;R$ 4581,59
3003;102;Cabo HDMI;Acessórios;2026-03-06;6.0;R$ 79,89
3004;104;Cadeira Gamer;Móveis;2026-01-17;9.0;R$ 1158,75
3005;102;Teclado;Periféricos;2026-01-09;3.0;R$ 126,35
3006;105;Capa Protetora;Acessórios;2026-03-26;3.0;R$ 298,16
3007;103;Hub USB;Acessórios;2026-03-21;5.0;R$ 144,59
3008;103;Suporte Monitor;Móveis;2026-01-04;9.0;R$ 514,62
3009;103;   monitor  ;Eletrônicos;2026-02-15;;R$ 3202,68
3010;105;Câmera;Eletrônicos;2026-03-07;8.0;R$ 4736,26
3011;105;Gaveteiro;Móveis;2026-01-09;7.0;R$ 1775,67
3012;105;Teclado;Periféricos;2026-01-11;5.0;R$ 341,68
3013;105;Mousepad;Periféricos;2026-01-07;1.0;R$ 187,69
3014;104;Câmera;Eletrônicos;2026-03-01;7.0;R$ 3908,58
3015;104;Filtro de Linha;Acessórios;2026-03-20;6.0;R$ 20,85
3016;104;Mouse;Periféricos;2026-02-05;1.0;R$ 113,04
3017;103;Smart TV;Eletrônicos;2026-02-27;10.0;R$ 1845,14
3018;103;Gaveteiro;Móveis;2026-02-20;7.0;R$ 1327,99
3019;103;   webcam  ;Periféricos;2026-03-01;7.0;R$ 278,93
3020;105;Cabo HDMI;Acessórios;2026-01-10;3.0;R$ 130,98
3021;104;Notebook;Eletrônicos;2026-03-03;;R$ 3425,67
3022;105;   carregador  ;Acessórios;2026-01-15;5.0;R$ 77,8
3023;102;Filtro de Linha;Acessórios;2026-02-06;7.0;R$ 282,64
3024;101;Hub USB;Acessórios;2026-02-17;1.0;R$ 66,72
3025;103;Webcam;Periféricos;2026-02-07;;R$ 230,8
3026;103;Smartphone;Eletrônicos;2026-02-11;5.0;R$ 2573,69
3027;101;Microfone;Periféricos;2026-01-10;1.0;R$ 319,42
3028;102;Smart TV;Eletrônicos;2026-02-12;9.0;R$ 5272,11
3029;102;   gaveteiro  ;;2026-01-16;8.0;R$ 479,18
3030;104;   cabo hdmi  ;Acessórios;2026-03-10;2.0;R$ 62,76
3031;101;Hub USB;Acessórios;2026-03-26;4.0;R$ 271,05
3032;104;Capa Protetora;Acessórios;2026-02-04;9.0;R$ 169,67
3033;104;Notebook;Eletrônicos;2026-02-09;4.0;R$ 2257,77
3034;105;Filtro de Linha;Acessórios;2026-01-21;;R$ 270,9
3035;104;Hub USB;Acessórios;2026-02-09;;R$ 58,38
3036;101;Gaveteiro;Móveis;2026-03-26;4.0;R$ 2156,13
3037;103;Mesa de Escritório;Móveis;2026-02-02;8.0;R$ 1607,57
3038;105;Gaveteiro;Móveis;2026-02-27;;R$ 531,41
3039;104;Gaveteiro;Móveis;2026-02-10;6.0;R$ 1220,32
3040;102;Mousepad;Periféricos;2026-03-19;4.0;R$ 117,69
3041;102;Smart TV;Eletrônicos;2026-03-09;7.0;R$ 3283,6
3042;104;Microfone;Periféricos;2026-03-28;7.0;R$ 42,33
3043;104;Smart TV;;2026-02-15;8.0;R$ 2863,45
3044;105;Filtro de Linha;Acessórios;2026-02-08;8.0;R$ 174,58
3045;104;Câmera;Eletrônicos;2026-01-02;8.0;R$ 4368,66
3046;104;Teclado;Periféricos;2026-03-26;1.0;R$ 154,27
3047;102;Teclado;Periféricos;2026-01-22;4.0;R$ 37,12
3048;103;Gaveteiro;Móveis;2026-01-26;7.0;R$ 2091,67
3049;104;Mesa de Escritório;Móveis;2026-03-01;7.0;R$ 1646,34
3050;104;Mesa de Escritório;Móveis;2026-03-10;2.0;R$ 600,39
